"UserId","TransactionId","TransactionTime","ItemCode","ItemDescription","NumberOfItemsPurchased","CostPerItem","Country"
"301056","6070449","Mon Jul 16 11:37:00 IST 2018","449295","BLUE POLKADOT BEAKER ","144","0.54","United Kingdom"
"279804","6045545","Sat Jun 23 06:59:00 IST 2018","468636","200 BENDY SKULL STRAWS","576","1.47","United Kingdom"
"-1","6092790","Tue Jul 31 12:32:00 IST 2018","1789242","HANGING WOOD AND FELT HEART","3","1.1","United Kingdom"
"-1","6168492","Mon Oct 01 12:12:00 IST 2018","450219","BASKET OF TOADSTOOLS","6","1.73","United Kingdom"
"-1","6286588","Sat Dec 29 11:27:00 IST 2018","469098","STAR DECORATION PAINTED ZINC ","9","0.87","United Kingdom"
"361641","6383190","Wed Feb 13 09:35:00 IST 2019","481089","SET OF 20 VINTAGE CHRISTMAS NAPKINS","21","1.18","United Kingdom"
"-1","6334625","Wed Jan 23 09:06:00 IST 2019","358764","FAIRY DREAMS INCENSE ","3","0.58","United Kingdom"
"331989","6319203","Wed Jan 16 08:05:00 IST 2019","493437","CLASSIC CHROME BICYCLE BELL ","-36","2.01","United Kingdom"
"315105","6041695","Tue Jun 19 07:59:00 IST 2018","786387","CERAMIC CAKE DESIGN SPOTTED PLATE","12","2.06","United Kingdom"
"375165","5921806","Wed Feb 21 10:53:00 IST 2018","481404","FRIDGE MAGNETS LA VIE EN ROSE","36","1.18","United Kingdom"
"269661","5957281","Mon Apr 02 08:38:00 IST 2018","999390","BLUE HAPPY BIRTHDAY BUNTING","6","7.53","United Kingdom"
"-1","5994208","Tue May 08 14:07:00 IST 2018","461853","FLORAL FOLK STATIONERY SET","3","3.4","United Kingdom"
"374661","6039154","Sun Jun 17 11:00:00 IST 2018","455028","RED STRIPE CERAMIC DRAWER KNOB","18","1.73","United Kingdom"
"-1","6149605","Sun Sep 16 13:09:00 IST 2018","474810","PENS ASSORTED FUNNY FACE","99","0.58","United Kingdom"
"289191","6040683","Mon Jun 18 11:47:00 IST 2018","475902","LUNCH BAG DOLLY GIRL DESIGN","30","2.28","United Kingdom"
"382746","6146250","Fri Sep 14 06:47:00 IST 2018","435225","LUNCH BAG RED RETROSPOT","60","2.28","United Kingdom"
"315924","6309061","Sat Jan 12 09:35:00 IST 2019","1784937","CHILDRENS CUTLERY POLKADOT PINK","9","5.73","United Kingdom"
"-1","6188083","Wed Oct 17 12:34:00 IST 2018","489489","SET OF 60 I LOVE LONDON CAKE CASES ","3","1.73","United Kingdom"
"374661","6301515","Mon Jan 07 09:01:00 IST 2019","1734138","KITCHEN METAL SIGN","6","0.76","United Kingdom"
"316239","6135206","Mon Sep 03 08:24:00 IST 2018","473571","PLASTERS IN TIN SPACEBOY","3","2.28","United Kingdom"
"374850","5900466","Mon Feb 12 07:33:00 IST 2018","1732206","WOOD S/3 CABINET ANT WHITE FINISH","12","9.6","United Kingdom"
"355551","6026581","Fri Jun 08 10:28:00 IST 2018","479955","FINE WICKER HEART ","9","1.73","United Kingdom"
"-1","6244337","Mon Dec 03 11:24:00 IST 2018","464310","BIRD HOUSE HOT WATER BOTTLE","3","10.3","United Kingdom"
"322518","6048317","Sun Jun 24 10:43:00 IST 2018","1765617","WORLD WAR 2 GLIDERS ASSTD DESIGNS","576","0.41","United Kingdom"
"-1","5914062","Fri Feb 18 11:33:00 IST 2028","475083","BOX OF VINTAGE JIGSAW BLOCKS ","3","15.21","United Kingdom"
"341082","6323878","Sat Jan 19 11:07:00 IST 2019","490434","6 GIFT TAGS 50'S CHRISTMAS ","9","1.15","United Kingdom"
"358806","6315001","Tue Jan 15 05:20:00 IST 2019","490224","JUMBO BAG 50'S CHRISTMAS ","30","2.88","United Kingdom"
"281568","5960713","Sat Apr 07 06:56:00 IST 2018","1784538","HANGING HEART JAR T-LIGHT HOLDER","108","1.47","United Kingdom"
"-1","6156623","Sat Sep 22 12:21:00 IST 2018","445347","SKULL AND CROSSBONES  GARLAND ","3","2.25","United Kingdom"
"-1","6143225","Mon Sep 10 11:58:00 IST 2018","472542","PICNIC BASKET WICKER SMALL","3","14.9","United Kingdom"
"262374","6104340","Wed Aug 08 09:49:00 IST 2018","1733907","AIRLINE LOUNGE,METAL SIGN","18","2.9","France"
"351603","5931321","Tue Feb 27 08:15:00 IST 2018","444801","PLEASE ONE PERSON METAL SIGN","36","2.9","United Kingdom"
"331905","6062958","Sun Jul 08 13:26:00 IST 2018","475986","RECIPE BOX PANTRY YELLOW DESIGN","-12","4.08","United Kingdom"
"-1","6055489","Sat Jun 30 11:16:00 IST 2018","435834","RETROSPOT RED WASHING UP GLOVES","3","5.7","United Kingdom"
"320019","6244799","Tue Dec 04 05:53:00 IST 2018","1732374","WOODEN FRAME ANTIQUE WHITE ","18","4.08","United Kingdom"
"296625","6246790","Tue Dec 04 11:40:00 IST 2018","489678","BOX OF 6 MINI VINTAGE CRACKERS","18","3.44","United Kingdom"
"281778","6142125","Sun Sep 09 12:02:00 IST 2018","488040","SET OF 4 KNICK KNACK TINS DOILEY ","18","5.73","United Kingdom"
"370713","6193660","Tue Oct 23 11:24:00 IST 2018","457653","CLASSIC FRENCH STYLE BASKET BROWN","24","5.46","United Kingdom"
"315000","6295113","Fri Jan 04 07:42:00 IST 2019","1786029","CHOCOLATE BOX RIBBONS ","6","1.73","United Kingdom"
"263256","6277392","Sun Dec 23 10:52:00 IST 2018","435078","RED RETROSPOT SHOPPER BAG","30","1.73","France"
"377034","6063123","Mon Jul 09 07:05:00 IST 2018","485772","SMALL IVORY HEART WALL ORGANISER","3","7.94","United Kingdom"
"372498","5999895","Mon May 14 12:26:00 IST 2018","450387","12 IVORY ROSE PEG PLACE SETTINGS","36","1.73","United Kingdom"
"267708","6359617","Mon Feb 04 07:09:00 IST 2019","489972","IVORY WICKER HEART LARGE","9","2.28","United Kingdom"
"300258","6247087","Tue Dec 04 13:19:00 IST 2018","441294","SWISS CHALET TREE DECORATION ","144","0.41","United Kingdom"
"289758","6224911","Mon Nov 19 11:34:00 IST 2018","444549","YOU'RE CONFUSING ME METAL SIGN ","144","2.01","United Kingdom"
"331800","6207685","Mon Nov 05 10:23:00 IST 2018","444612","PARTY METAL SIGN ","6","2.01","United Kingdom"
"338121","6259286","Wed Dec 12 06:18:00 IST 2018","489258","SPOTTY BUNTING","9","6.84","United Kingdom"
"296016","6331677","Tue Jan 22 08:37:00 IST 2019","477603","MAKE YOUR OWN FLOWERPOWER CARD KIT","3","8.0","United Kingdom"
"-1","6249474","Wed Dec 05 13:02:00 IST 2018","443583","SET/10 IVORY POLKADOT PARTY CANDLES","6","1.15","United Kingdom"
"267708","6359705","Mon Feb 04 07:32:00 IST 2019","486297","SET OF 6 NATIVITY MAGNETS ","3","2.88","United Kingdom"
"266322","5919023","Tue Feb 20 10:49:00 IST 2018","473676","PLASTERS IN TIN CIRCUS PARADE ","36","2.28","France"
"322518","5983791","Sun Apr 29 04:18:00 IST 2018","468993","RETROSPOT PARTY BAG + STICKER SET","24","2.28","United Kingdom"
"266889","6108102","Tue Aug 14 05:04:00 IST 2018","485331","PARISIENNE SEWING BOX","3","17.25","Germany"
"331506","6297489","Sat Jan 05 10:10:00 IST 2019","493626","MINI PLAYING CARDS SPACEBOY ","60","0.58","United Kingdom"
"296016","6387997","Sat Feb 16 13:17:00 IST 2019","459186","UNION JACK FLAG LUGGAGE TAG","3","3.4","United Kingdom"
"276570","6335527","Fri Jan 25 08:19:00 IST 2019","466599","LOVEBIRD HANGING DECORATION WHITE ","6","1.18","United Kingdom"
"317709","6126615","Tue Aug 28 05:49:00 IST 2018","459711","TRADITIONAL WOODEN SKIPPING ROPE","36","2.01","United Kingdom"
"295029","6360563","Mon Feb 04 08:20:00 IST 2019","487494","JINGLE BELL HEART ANTIQUE GOLD","12","2.88","United Kingdom"
"302400","6159142","Mon Sep 24 11:50:00 IST 2018","476238","FRENCH BLUE METAL DOOR SIGN 3","30","1.73","United Kingdom"
"303681","6022467","Mon Jun 04 08:15:00 IST 2018","440181","STRAWBERRY BATH SPONGE ","3","1.73","United Kingdom"
"351246","6336583","Fri Jan 25 10:53:00 IST 2019","460236","SET 12 RETRO WHITE CHALK STICKS","9","0.58","United Kingdom"
"306138","6390956","Sun Feb 17 13:18:00 IST 2019","464373","GREY HEART HOT WATER BOTTLE","6","5.87","United Kingdom"
"352422","6247626","Wed Dec 05 05:26:00 IST 2018","443415","ROSE CARAVAN DOORSTOP","6","9.32","United Kingdom"
"260715","5942937","Tue Mar 20 07:12:00 IST 2018","472857","CHILDS GARDEN RAKE PINK","108","2.56","Australia"
"330120","6342523","Sun Jan 27 10:48:00 IST 2019","493563","PLAYING CARDS KEEP CALM & CARRY ON","9","1.73","United Kingdom"
"293811","6303946","Tue Jan 08 10:27:00 IST 2019","463365","CHRISTMAS PUDDING TRINKET POT ","-3","0.54","United Kingdom"
"369642","5957556","Mon Apr 02 12:18:00 IST 2018","482097","SET 3 PAPER VINTAGE CHICK PAPER EGG","3","4.08","United Kingdom"
"275373","5991205","Sun May 06 08:57:00 IST 2018","786387","CERAMIC CAKE DESIGN SPOTTED PLATE","-15","2.06","United Kingdom"
"-1","6263092","Sat Dec 15 12:04:00 IST 2018","459480","RED RETROSPOT TAPE","9","0.58","United Kingdom"
"278229","6225098","Mon Nov 19 12:27:00 IST 2018","486108","MINIATURE ANTIQUE ROSE HOOK IVORY","36","1.15","United Kingdom"
"306117","5922158","Fri Feb 23 07:26:00 IST 2018","465990","LOCAL CAFE MUG","9","2.9","United Kingdom"
"305424","5924875","Sat Feb 24 08:50:00 IST 2018","360465","ASS COL LARGE SAND FROG P'WEIGHT","12","1.45","United Kingdom"
"-1","5933961","Wed Feb 28 12:59:00 IST 2018","471072","WATERING CAN PINK BUNNY","3","5.81","United Kingdom"
"285096","6332249","Tue Jan 22 10:35:00 IST 2019","464499","PEACE WOODEN BLOCK LETTERS","9","9.6","United Kingdom"
"317625","6132687","Sat Sep 01 13:09:00 IST 2018","490203","JUMBO BAG VINTAGE CHRISTMAS ","300","2.48","United Kingdom"
"365799","6166017","Sun Sep 30 08:39:00 IST 2018","1734600","NO SINGING METAL SIGN","36","2.9","United Kingdom"
"277641","5929099","Mon Feb 26 09:24:00 IST 2018","470925","ENAMEL COLANDER CREAM","6","6.84","United Kingdom"
"350826","6218586","Wed Nov 14 09:41:00 IST 2018","470085","JUMBO BAG SPACEBOY DESIGN","3","2.88","United Kingdom"
"373254","6162761","Fri Sep 28 08:32:00 IST 2018","489741","SMALL WHITE HEART OF WICKER","9","2.28","United Kingdom"
"355152","5958546","Tue Apr 03 11:42:00 IST 2018","476532","DOORMAT WELCOME TO OUR HOME","12","10.98","United Kingdom"
"375648","6350542","Wed Jan 30 09:45:00 IST 2019","451479","BLUE POLKADOT WRAP","600","0.5","United Kingdom"
"-1","6242577","Sun Dec 02 10:46:00 IST 2018","471849","HEART OF WICKER SMALL","15","5.7","United Kingdom"
"307566","6225637","Tue Nov 20 07:27:00 IST 2018","467124","3 HOOK HANGER MAGIC GARDEN","36","2.7","Netherlands"
"274701","6317608","Wed Jan 16 05:05:00 IST 2019","464331","SCOTTIE DOG HOT WATER BOTTLE","36","6.84","United Kingdom"
"284424","6049373","Mon Jun 25 08:09:00 IST 2018","474285","PACK OF 6 BIRDY GIFT TAGS","3","1.73","United Kingdom"
"348789","6231302","Sun Nov 25 05:43:00 IST 2018","1784937","CHILDRENS CUTLERY POLKADOT BLUE","12","5.73","United Kingdom"
"304584","6045303","Fri Jun 22 12:01:00 IST 2018","1788192","HAND OVER THE CHOCOLATE   SIGN ","9","2.9","United Kingdom"
"341124","5903018","Tue Feb 13 07:41:00 IST 2018","463470","SMALL RED RETROSPOT MUG IN BOX ","18","5.18","United Kingdom"
"284214","6284542","Sat Dec 29 07:05:00 IST 2018","489930","DECORATIVE WICKER HEART MEDIUM","36","1.73","United Kingdom"
"-1","5911774","Sat Feb 17 12:57:00 IST 2018","454608","ASSORTED TUTTI FRUTTI SMALL PURSE","15","3.47","United Kingdom"
"-1","6212987","Sun Nov 11 08:02:00 IST 2018","1892436","FRUIT SALAD BAG CHARM","3","3.4","United Kingdom"
"315441","6129343","Wed Aug 29 08:16:00 IST 2018","488544","SET OF 3 WOODEN SLEIGH DECORATIONS","3","1.73","United Kingdom"
"303576","6385643","Fri Feb 15 09:59:00 IST 2019","472605","MEMO BOARD COTTAGE DESIGN","3","6.84","United Kingdom"
"335748","6352742","Fri Feb 01 09:23:00 IST 2019","336945","POPART WOODEN PENCILS ASST","300","0.06","United Kingdom"
"291249","5968809","Fri Apr 13 11:54:00 IST 2018","1781556","ZINC METAL HEART DECORATION","15","1.73","United Kingdom"
"334992","6261398","Fri Dec 14 08:47:00 IST 2018","480207","HAND WARMER BIRD DESIGN","6","2.9","United Kingdom"
"-1","5918781","Tue Feb 20 10:09:00 IST 2018","475881","CHARLOTTE BAG DOLLY GIRL DESIGN","21","2.3","United Kingdom"
"299922","6390912","Sun Feb 17 13:04:00 IST 2019","470043","LUNCH BAG SUKI DESIGN ","30","2.28","United Kingdom"
"288561","6074024","Wed Jul 18 09:43:00 IST 2018","460068","CHOCOLATE THIS WAY METAL SIGN","36","2.9","United Kingdom"
"295932","5932113","Tue Feb 27 11:47:00 IST 2018","477120","SET OF 3 CAKE TINS PANTRY DESIGN ","9","6.84","United Kingdom"
"302694","6227859","Wed Nov 21 08:09:00 IST 2018","470316","MAGNETS PACK OF 4 RETRO PHOTO","36","0.54","United Kingdom"
"-1","6252488","Sun Dec 09 06:40:00 IST 2018","463806","PAPER CHAIN KIT 50'S CHRISTMAS ","15","9.15","United Kingdom"
"351855","6064113","Mon Jul 09 10:01:00 IST 2018","995820","ASSORTED COLOUR SUCTION CUP HOOK","72","0.27","United Kingdom"
"371007","6264720","Sun Dec 16 10:32:00 IST 2018","478695","SWEETHEART RECIPE BOOK STAND","6","9.32","United Kingdom"
"310968","6131862","Sat Sep 01 08:53:00 IST 2018","473214","MAGIC DRAWING SLATE SPACEBOY ","12","0.58","United Kingdom"
"-1","6124932","Sun Aug 26 13:25:00 IST 2018","786387","CERAMIC CAKE DESIGN SPOTTED PLATE","3","4.55","United Kingdom"
"-1","6259341","Wed Dec 12 06:37:00 IST 2018","487179","JUMBO BAG APPLES","6","2.88","United Kingdom"
"-1","6217563","Wed Nov 14 05:34:00 IST 2018","475251","CIRCUS PARADE LUNCH BOX ","3","5.7","United Kingdom"
"381801","6342600","Sun Jan 27 11:08:00 IST 2019","1779855","COLOUR GLASS T-LIGHT HOLDER HANGING","24","0.9","United Kingdom"
"379575","6022456","Mon Jun 04 08:13:00 IST 2018","478191","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN","36","1.73","United Kingdom"
"-1","6112942","Sat Aug 18 12:06:00 IST 2018","476490","DOORMAT HOME SWEET HOME BLUE ","3","21.8","United Kingdom"
"315651","5999719","Mon May 14 10:46:00 IST 2018","475986","RECIPE BOX PANTRY YELLOW DESIGN","6","4.08","United Kingdom"
"-1","6234327","Mon Nov 26 11:54:00 IST 2018","490938","PACK OF 12 50'S CHRISTMAS TISSUES","3","1.15","United Kingdom"
"307776","6136768","Tue Sep 04 09:51:00 IST 2018","454524","ASSORTED TUTTI FRUTTI HEART BOX","6","1.73","United Kingdom"
"-1","6019728","Sun Jun 03 05:23:00 IST 2018","736995","RED VICTORIAN FABRIC OVAL BOX","3","1.15","United Kingdom"
"374661","6183771","Mon Oct 15 07:58:00 IST 2018","467124","3 HOOK HANGER MAGIC GARDEN","3","2.7","United Kingdom"
"296016","6387997","Sat Feb 16 13:17:00 IST 2019","1788696","SEWING SUSAN 21 NEEDLE SET","9","2.25","United Kingdom"
"368088","6293419","Wed Jan 02 05:25:00 IST 2019","464898","BAKING SET 9 PIECE RETROSPOT ","18","6.84","United Kingdom"
"363783","6352423","Fri Feb 01 08:13:00 IST 2019","473802","MONSTERS STENCIL CRAFT","12","1.73","United Kingdom"
"369915","6093087","Wed Aug 01 04:30:00 IST 2018","465738","VICTORIAN GLASS HANGING T-LIGHT","36","1.73","United Kingdom"
"383292","6292638","Tue Jan 01 08:43:00 IST 2019","464394","HOT WATER BOTTLE TEA AND SYMPATHY","3","5.87","United Kingdom"
"369369","6275269","Sat Dec 22 12:58:00 IST 2018","464310","BIRD HOUSE HOT WATER BOTTLE","6","3.52","United Kingdom"
"261093","6376612","Mon Feb 11 10:05:00 IST 2019","477246","ALARM CLOCK BAKELIKE GREEN","12","5.18","Norway"
"348747","6085431","Sat Jul 28 05:58:00 IST 2018","487893","WRAP POPPIES  DESIGN","75","0.58","United Kingdom"
"374661","6176335","Mon Oct 08 09:42:00 IST 2018","478905","BLUE DRAWER KNOB ACRYLIC EDWARDIAN","3","1.73","United Kingdom"
"329574","6332535","Tue Jan 22 11:57:00 IST 2019","476238","FRENCH BLUE METAL DOOR SIGN 3","30","1.73","United Kingdom"
"369411","5914106","Fri Feb 18 11:39:00 IST 2028","481278","HERB MARKER PARSLEY","3","0.9","United Kingdom"
"300090","5923819","Sat Feb 24 06:24:00 IST 2018","456561","COSY SLIPPER SHOES LARGE GREEN","18","4.08","United Kingdom"
"-1","6021246","Sun Jun 03 11:52:00 IST 2018","467376","FELT FARM ANIMAL CHICKEN","3","3.4","United Kingdom"
"355782","6127176","Tue Aug 28 08:29:00 IST 2018","477414","SET OF 6 RIBBONS VINTAGE CHRISTMAS","6","3.99","United Kingdom"
"306432","6283651","Wed Dec 26 10:58:00 IST 2018","463365","CHRISTMAS PUDDING TRINKET POT ","6","0.54","United Kingdom"
"299166","6042322","Wed Jun 20 04:25:00 IST 2018","472353","PAINT YOUR OWN CANVAS SET","36","2.28","United Kingdom"
"321531","6055423","Sat Jun 30 10:50:00 IST 2018","1722021","VINYL RECORD FRAME SILVER","72","4.68","United Kingdom"
"-1","6173299","Sat Oct 06 12:57:00 IST 2018","468342","COFFEE MUG PEARS  DESIGN","3","6.85","United Kingdom"
"338163","6148549","Sun Sep 16 06:54:00 IST 2018","484071","RECYCLED ACAPULCO MAT BLUE","60","10.29","United Kingdom"
"-1","5909607","Sat Feb 17 05:58:00 IST 2018","463428","BLACK PIRATE TREASURE CHEST","3","4.64","United Kingdom"
"259917","5968446","Wed Apr 11 11:45:00 IST 2018","445326","STRAWBERRY HONEYCOMB  GARLAND ","36","2.28","Switzerland"
"375102","5958304","Tue Apr 03 08:23:00 IST 2018","472731","RETROSPOT BABUSHKA DOORSTOP","24","1.73","United Kingdom"
"336693","6264753","Sun Dec 16 10:41:00 IST 2018","455091","RED SPOT CERAMIC DRAWER KNOB","12","2.01","United Kingdom"
"308889","6326991","Mon Jan 21 04:21:00 IST 2019","470106","JUMBO BAG PINK POLKADOT","30","2.88","United Kingdom"
"334236","6330302","Mon Jan 21 12:33:00 IST 2019","489783","WHITE WICKER STAR ","6","2.9","United Kingdom"
"336693","6239024","Fri Nov 30 11:41:00 IST 2018","491673","VINTAGE COFFEE GRINDER BOX","3","6.84","United Kingdom"
"346815","6227364","Wed Nov 21 07:15:00 IST 2018","490350","ROLL WRAP VINTAGE SPOT ","36","1.73","United Kingdom"
"282555","5915822","Mon Feb 19 09:11:00 IST 2018","480690","NOVELTY BISCUITS CAKE STAND 3 TIER","15","13.74","United Kingdom"
"335748","6352742","Fri Feb 01 09:23:00 IST 2019","472395","SET OF 2 ROUND TINS CAMEMBERT ","3","4.08","United Kingdom"
"317394","6196982","Sat Oct 27 12:13:00 IST 2018","473277","MAGIC DRAWING SLATE DINOSAUR","72","0.58","United Kingdom"
"371175","6213339","Sun Nov 11 11:42:00 IST 2018","488103","SET OF TEA COFFEE SUGAR TINS PANTRY","12","6.84","United Kingdom"
"294735","6295421","Fri Jan 04 11:45:00 IST 2019","1734180","BATHROOM METAL SIGN","3","0.76","United Kingdom"
"369390","6358814","Sun Feb 03 12:06:00 IST 2019","478758","ANTIQUE GLASS DRESSING TABLE POT","12","4.08","United Kingdom"
"355551","6180537","Fri Oct 12 06:59:00 IST 2018","483000","TRAVEL CARD WALLET TRANSPORT","18","0.58","United Kingdom"
"341061","6219752","Fri Nov 16 09:16:00 IST 2018","444444","HOME SWEET HOME METAL SIGN ","3","4.08","United Kingdom"
"-1","6192505","Tue Oct 23 06:14:00 IST 2018","1784937","CHILDRENS CUTLERY POLKADOT GREEN ","18","11.45","United Kingdom"
"-1","6213240","Sun Nov 11 08:49:00 IST 2018","446481","GREEN GOOSE FEATHER CHRISTMAS TREE ","3","10.3","United Kingdom"
"-1","6396412","Wed Feb 20 06:03:00 IST 2019","486633","REGENCY TEAPOT ROSES ","3","27.55","United Kingdom"
"285096","6258494","Tue Dec 11 11:32:00 IST 2018","456876","BATH BUILDING BLOCK WORD","9","8.63","United Kingdom"
"-1","5914018","Fri Feb 18 11:28:00 IST 2028","444381","KEEP OUT BOYS DOOR HANGER ","6","4.64","United Kingdom"
"366912","5981932","Fri Apr 27 10:40:00 IST 2018","457590","VINTAGE SNAP CARDS","3","1.18","United Kingdom"
"299166","6202966","Fri Nov 02 07:50:00 IST 2018","440391","PINK BLUE FELT CRAFT TRINKET BOX","36","1.73","United Kingdom"
"312795","6228343","Wed Nov 21 11:09:00 IST 2018","477645","POPPY'S PLAYHOUSE BEDROOM ","18","2.9","United Kingdom"
"374661","6172243","Sat Oct 06 08:09:00 IST 2018","489300","GARDENERS KNEELING PAD CUP OF TEA ","30","2.28","United Kingdom"
"-1","6002876","Sat May 19 06:15:00 IST 2018","1787394","BLACK ENCHANTED FOREST PLACEMAT","15","4.55","United Kingdom"
"372897","6133809","Sun Sep 02 09:58:00 IST 2018","463890","PAPER BUNTING RETROSPOT","18","4.08","United Kingdom"
"335601","6340070","Sun Jan 27 04:00:00 IST 2019","487368","LUNCH BAG VINTAGE LEAF DESIGN","60","2.28","United Kingdom"
"350049","6246526","Tue Dec 04 10:13:00 IST 2018","461475","PACK OF 60 DINOSAUR CAKE CASES","9","0.76","United Kingdom"
"294399","6218465","Wed Nov 14 08:51:00 IST 2018","473781","WOODEN SCHOOL COLOURING SET","36","2.28","United Kingdom"
"266700","6381760","Wed Feb 13 06:47:00 IST 2019","475881","CHARLOTTE BAG DOLLY GIRL DESIGN","30","1.18","France"
"-1","6084782","Wed Jul 25 11:53:00 IST 2018","437430","SILVER PHOTO FRAME","3","5.7","United Kingdom"
"-1","6077654","Sat Jul 21 12:30:00 IST 2018","467124","3 HOOK HANGER MAGIC GARDEN","6","5.7","United Kingdom"
"-1","5980843","Wed Apr 25 07:46:00 IST 2018","473613","PLASTERS IN TIN SKULLS","3","4.55","United Kingdom"
"318423","6106309","Sun Aug 12 11:22:00 IST 2018","448938","SMALL TALL CAMPHOR WOOD TOADSTOOL","18","2.28","United Kingdom"
"382641","6347682","Tue Jan 29 10:40:00 IST 2019","470883","REGENCY CAKESTAND 3 TIER","3","17.6","United Kingdom"
"288981","6121522","Sat Aug 25 04:43:00 IST 2018","1011948","DOORMAT WELCOME PUPPIES","6","10.98","United Kingdom"
"351771","6327354","Mon Jan 21 06:48:00 IST 2019","476784","WRAP RED APPLES ","75","0.58","United Kingdom"
"303870","5994978","Wed May 09 07:56:00 IST 2018","450030","SET/3 RED GINGHAM ROSE STORAGE BOX","6","5.18","United Kingdom"
"263424","6317311","Tue Jan 15 12:15:00 IST 2019","488040","SET OF 4 KNICK KNACK TINS DOILY ","18","5.73","Spain"
"278523","6379780","Tue Feb 12 07:16:00 IST 2019","488607","SET OF 4 SANTA PLACE SETTINGS","6","1.73","United Kingdom"
"291480","6111534","Sat Aug 18 06:09:00 IST 2018","481698","CUPCAKE LACE PAPER SET 6","36","2.7","United Kingdom"
"263088","6271045","Wed Dec 19 07:57:00 IST 2018","786387","CERAMIC CAKE DESIGN SPOTTED PLATE","36","2.06","Germany"
"309918","6163102","Sat Sep 29 04:21:00 IST 2018","468363","COFFEE MUG APPLES DESIGN","18","3.52","United Kingdom"
"356076","6355932","Sun Feb 03 04:56:00 IST 2019","473781","WOODEN SCHOOL COLOURING SET","36","2.28","United Kingdom"
"-1","5902512","Mon Feb 12 13:06:00 IST 2018","463344","PINK DOUGHNUT TRINKET POT ","6","4.64","United Kingdom"
"-1","5992932","Mon May 07 11:58:00 IST 2018","466410","WOOD STAMP SET BEST WISHES","3","4.55","United Kingdom"
"331905","6324428","Sun Jan 20 05:07:00 IST 2019","840021","WHITE BAMBOO RIBS LAMPSHADE","36","1.18","United Kingdom"
"352359","6005043","Sun May 20 06:39:00 IST 2018","1665741","CHILLI LIGHTS","72","6.84","United Kingdom"
"369831","5957523","Mon Apr 02 11:20:00 IST 2018","460467","BLUE/CREAM STRIPE CUSHION COVER ","6","1.73","United Kingdom"
"337008","6234602","Tue Nov 27 06:12:00 IST 2018","1788423","BLACK BAROQUE WALL CLOCK ","-3","17.6","United Kingdom"
"-1","6244370","Mon Dec 03 11:32:00 IST 2018","477897","LARGE RED BABUSHKA NOTEBOOK ","3","3.4","United Kingdom"
"328461","6023853","Tue Jun 05 07:29:00 IST 2018","787500","TEA TIME TEAPOT IN GIFT BOX","36","6.84","United Kingdom"
"377265","6275533","Sun Dec 23 05:26:00 IST 2018","493878","EMBROIDERED RIBBON REEL RACHEL ","3","3.99","United Kingdom"
"-1","6170186","Wed Oct 03 05:20:00 IST 2018","451626","FANCY FONT BIRTHDAY CARD, ","3","1.15","United Kingdom"
"326949","6180482","Fri Oct 12 06:38:00 IST 2018","482979","TRAVEL CARD WALLET VINTAGE LEAF","6","0.58","United Kingdom"
"-1","6334625","Wed Jan 23 09:06:00 IST 2019","315819","SANDALWOOD FAN","240","2.25","United Kingdom"
"-1","6268713","Tue Dec 18 11:16:00 IST 2018","1890294","check","-36","0.0","United Kingdom"
"-1","6015724","Tue May 29 14:08:00 IST 2018","475566","CERAMIC STRAWBERRY CAKE MONEY BANK","6","4.55","United Kingdom"
"337239","6257141","Tue Dec 11 07:35:00 IST 2018","491442","HOME SWEET HOME 3 PEG HANGER ","3","5.18","United Kingdom"
"-1","5935545","Sat Mar 03 09:43:00 IST 2018","477246","ALARM CLOCK BAKELIKE GREEN","3","10.52","United Kingdom"
"354984","6024161","Tue Jun 05 08:11:00 IST 2018","473613","PLASTERS IN TIN SKULLS","3","2.28","United Kingdom"
"289107","6240806","Sat Dec 01 11:53:00 IST 2018","464394","HOT WATER BOTTLE TEA AND SYMPATHY","72","5.18","United Kingdom"
"359100","6355701","Sat Feb 02 12:36:00 IST 2019","474117","WOODEN HEART CHRISTMAS SCANDINAVIAN","72","0.41","United Kingdom"
"-1","5963199","Sun Apr 08 09:44:00 IST 2018","452676","CERAMIC STRAWBERRY MONEY BOX","9","5.7","United Kingdom"
"325353","6323229","Sat Jan 19 07:40:00 IST 2019","483252","GLASS APOTHECARY BOTTLE PERFUME","6","5.46","United Kingdom"
"-1","6147207","Sat Sep 15 07:58:00 IST 2018","1780716","PINK HAWAIIAN PICNIC HAMPER FOR 2","3","11.45","United Kingdom"
"-1","6367097","Wed Feb 06 10:25:00 IST 2019","472857","CHILDS GARDEN RAKE PINK","3","5.7","United Kingdom"
"308742","5966642","Tue Apr 10 15:33:00 IST 2018","443541","SET/10 RED POLKADOT PARTY CANDLES","12","1.73","United Kingdom"
"-1","5909640","Sat Feb 17 06:08:00 IST 2018","445872","STRAWBERRY CERAMIC TRINKET BOX","33","3.47","United Kingdom"
"-1","6144754","Tue Sep 11 11:56:00 IST 2018","1775256","ENGLISH ROSE NOTEBOOK A7 SIZE","30","0.58","United Kingdom"
"-1","6021235","Sun Jun 03 11:48:00 IST 2018","998886","TEA TIME PARTY BUNTING","3","14.9","United Kingdom"
"281946","5929044","Mon Feb 26 08:43:00 IST 2018","477120","SET OF 3 CAKE TINS PANTRY DESIGN ","72","5.87","United Kingdom"
